_unit_id,chemical_name,disease_name,form_sentence,Option_1,Option_2,Option_3,,,,
770955458,"<span class=""chemical"">SC-48334</span>","<span class=""disease"">immunodeficiency</span>","The mean <span class=""chemical"">SC-48334</span> steady-state trough level (4.04 +/- 0.99 micrograms/ml) was below the in vitro inhibitory concentration for human <span class=""disease"">immunodeficiency</span> virus (HIV).",yes_direct,yes_indirect,no_relation,,,,
770955459,"<span class=""chemical"">pemoline</span>","<span class=""disease"">overdose</span>","The possibility of choreoathetoid movements should be considered in patients presenting after <span class=""chemical"">pemoline</span> <span class=""disease"">overdose</span>.",yes_direct,yes_indirect,no_relation,,,,
770955460,"<span class=""chemical"">Quinidine phenylethylbarbiturate</span>","<span class=""disease"">hepatitis</span>","<span class=""chemical"">Quinidine phenylethylbarbiturate</span>-induced fulminant <span class=""disease"">hepatitis</span> in a pregnant woman. A case report.",yes_direct,yes_indirect,no_relation,,,,
770955461,"<span class=""chemical"">ATP</span>","<span class=""disease"">obese</span>","In conclusion, HFD-induced <span class=""disease"">obese</span> rats are highly sensitized to doxorubicin-induced cardiotoxicity by substantially downregulating cardiac mitochondrial <span class=""chemical"">ATP</span> generation, increasing oxidative stress and downregulating the JAK/STAT3 pathway.",yes_direct,yes_indirect,no_relation,,,,
770955462,"<span class=""chemical"">paroxetine</span>","<span class=""disease"">neuroleptic malignant syndrome</span>","Possible <span class=""disease"">neuroleptic malignant syndrome</span> related to concomitant treatment with <span class=""chemical"">paroxetine</span> and alprazolam.",yes_direct,yes_indirect,no_relation,,,,
770955463,"<span class=""chemical"">Cyclophosphamide</span>","<span class=""disease"">visceral pain</span>","<span class=""chemical"">Cyclophosphamide</span>-induced cystitis in freely-moving conscious rats: behavioral approach to a new model of <span class=""disease"">visceral pain</span>.",yes_direct,yes_indirect,no_relation,,,,
770955464,"<span class=""chemical"">gamma-aminobutyric acid/GABA</span>","<span class=""disease"">hypotension</span>","High doses of isoniazid increase <span class=""disease"">hypotension</span> induced by vasodilators and change the accompanying reflex tachycardia to bradycardia, an interaction attributed to decreased synthesis of brain <span class=""chemical"">gamma-aminobutyric acid</span> (<span class=""chemical"">GABA</span>).",yes_direct,yes_indirect,no_relation,,,,
770955465,"<span class=""chemical"">beta-adrenergic blocking drugs</span>","<span class=""disease"">bradycardia</span>","Three patients with ischaemic heart disease developed profound cardiac failure, hypotension and <span class=""disease"">bradycardia</span> during combined therapy with verapamil and <span class=""chemical"">beta-adrenergic blocking drugs</span>.",yes_direct,yes_indirect,no_relation,,,,
770955466,"<span class=""chemical"">oxacillin</span>","<span class=""disease"">Staphylococcus aureus bacteremia</span>","A 67-year-old man who was treated with <span class=""chemical"">oxacillin</span> for one week because of <span class=""disease"">Staphylococcus aureus bacteremia</span>, developed renal failure and diffuse, symmetric, palpable purpuric lesions on his feet.",yes_direct,yes_indirect,no_relation,,,,
770955467,"<span class=""chemical"">gold</span>","<span class=""disease"">dermatitis</span>","A strong association has been found between nephritis and <span class=""disease"">dermatitis</span> due to Tiopronin (a D-Penicillamine like compound) and class I antigens B35-Cw4, and between <span class=""disease"">dermatitis</span> due to <span class=""chemical"">gold</span> thiosulphate and B35.",yes_direct,yes_indirect,no_relation,,,,
770955468,"<span class=""chemical"">Li</span>","<span class=""disease"">EPS</span>","Similarly, <span class=""disease"">EPS</span>-related adverse events with QTP + <span class=""chemical"">Li</span>/DVP (21.4%) were no different than with PBO + <span class=""chemical"">Li</span>/DVP (19.2%).",yes_direct,yes_indirect,no_relation,,,,
770955469,"<span class=""chemical"">reserpine</span>","<span class=""disease"">tremor</span>","Pretreatment with <span class=""chemical"">reserpine</span> (1 mg/kg) 24 h before the observation test produced increases in vacuous chewing movements and tongue protrusion, as well as increases in <span class=""disease"">tremor</span> and catalepsy, whereas MK-801 (0.1 mg/kg) injection 90 min before the test reversed the effects of <span class=""chemical"">reserpine</span>.",yes_direct,yes_indirect,no_relation,,,,
770955470,"<span class=""chemical"">Vitamin E</span>","<span class=""disease"">MI</span>","The heart tissue antioxidant enzymes such as superoxide dismutase, catalase, glutathione peroxidase, glutathione transferase and glutathione reductase activities, non-enzymic antioxidants such as cerruloplasmin, Vitamin C, <span class=""chemical"">Vitamin E</span> and glutathione levels were altered in <span class=""disease"">MI</span> rats.",yes_direct,yes_indirect,no_relation,,,,
770955471,"<span class=""chemical"">gentamicin</span>","<span class=""disease"">tubular necrosis</span>","In Group II, P did not prevent <span class=""chemical"">gentamicin</span>-ARF (maximal decrease in CCr at day 9.89%, P less than 0.001; peak lysozymuria, 1863 +/- 321 micrograms/day; and <span class=""disease"">tubular necrosis</span> score, 3.9 +/- 0.1).",yes_direct,yes_indirect,no_relation,,,,
770955473,"<span class=""chemical"">TP</span>","<span class=""disease"">prostate cancer</span>","In L-W rats, <span class=""chemical"">TP</span> acted as a tumor enhancement agent, with primary emphasis on the development of <span class=""disease"">prostate cancer</span>.",yes_direct,yes_indirect,no_relation,,,,
770955474,"<span class=""chemical"">phenytoin</span>","<span class=""disease"">psychosis</span>","The case of a nonepileptic patient who developed <span class=""disease"">psychosis</span> following <span class=""chemical"">phenytoin</span> treatment for trigeminal neuralgia is described.",yes_direct,yes_indirect,no_relation,,,,
770955475,"<span class=""chemical"">azathioprine</span>","<span class=""disease"">cancers</span>","There have been several long-term studies of patients with rheumatoid arthritis treated with <span class=""chemical"">azathioprine</span> and cyclophosphamide and the incidence of most of the common <span class=""disease"">cancers</span> is not increased.",yes_direct,yes_indirect,no_relation,,,,
770955476,"<span class=""chemical"">propranolol</span>","<span class=""disease"">panic disorders</span>","The effects of oral doses of diazepam (single dose of 10 mg and a median dose of 30 mg/day for 2 weeks) and <span class=""chemical"">propranolol</span> (single dose of 80 mg and a median dose of 240 mg/day for 2 weeks) on psychological performance of patients with <span class=""disease"">panic disorders</span> and agoraphobia were investigated in a double-blind, randomized and crossover design.",yes_direct,yes_indirect,no_relation,,,,
770955477,"<span class=""chemical"">adrenaline</span>","<span class=""disease"">atrial fibrillation</span>","An increase in blood pressure, accompanied by <span class=""disease"">atrial fibrillation</span>, agitation, incomprehensible shouts and loss of consciousness, was observed in an elderly, ASA classification group II, cardiovascularly medicated male, 12 min after performance of axillary block with mepivacaine 850 mg containing <span class=""chemical"">adrenaline</span> 0.225 mg, for correction of Dupuytren's contracture.",yes_direct,yes_indirect,no_relation,,,,
770955478,"<span class=""chemical"">ketoconazole</span>","<span class=""disease"">hypertension</span>","In both cases normal plasma and urinary free cortisol levels had been achieved following <span class=""chemical"">ketoconazole</span> therapy, yet continuous blood pressure monitoring demonstrated <span class=""disease"">hypertension</span> 31 (patient 1) and 52 weeks (patient 2) after treatment.",yes_direct,yes_indirect,no_relation,,,,
770955479,"<span class=""chemical"">cisplatin</span>","<span class=""disease"">toxicity</span>","We initiated a phase I/II trial to determine the response and <span class=""disease"">toxicity</span> of escalating paclitaxel doses combined with fixed-dose <span class=""chemical"">cisplatin</span> with granulocyte colony-stimulating factor support in patients with untreated locally advanced inoperable head and neck carcinoma.",yes_direct,yes_indirect,no_relation,,,,
770955480,"<span class=""chemical"">na</span>","<span class=""disease"">Seizure</span>","METHODS: Cholinergic convulsant sensitivity was examined in alcohol-<span class=""chemical"">na</span>  ve Withdrawal <span class=""disease"">Seizure</span>-Prone (WSP) and-Resistant (WSR) mice.",yes_direct,yes_indirect,no_relation,,,,
770955481,"<span class=""chemical"">tobramycin sulfate</span>","<span class=""disease"">ototoxicity</span>","Gentamicin sulfate and <span class=""chemical"">tobramycin sulfate</span> continue to demonstrate <span class=""disease"">ototoxicity</span> and nephrotoxicity in both animal and clinical studies.",yes_direct,yes_indirect,no_relation,,,,
770955482,"<span class=""chemical"">Verapamil</span>","<span class=""disease"">hypertensive</span>","<span class=""chemical"">Verapamil</span> withdrawal as a possible cause of myocardial infarction in a <span class=""disease"">hypertensive</span> woman with a normal coronary angiogram.",yes_direct,yes_indirect,no_relation,,,,
770955483,"<span class=""chemical"">caffeine</span>","<span class=""disease"">ventricular fibrillation</span>","We describe a 25-year-old woman with pre-existing mitral valve prolapse who developed intractable <span class=""disease"">ventricular fibrillation</span> after consuming a ""natural energy"" guarana health drink containing a high concentration of <span class=""chemical"">caffeine</span>.",yes_direct,yes_indirect,no_relation,,,,
770955484,"<span class=""chemical"">acetaminophen</span>","<span class=""disease"">ESRD</span>","The possibility that habitual use of <span class=""chemical"">acetaminophen</span> alone increases the risk of <span class=""disease"">ESRD</span> has not been clearly demonstrated, but cannot be dismissed.",yes_direct,yes_indirect,no_relation,,,,
770955485,"<span class=""chemical"">pilocarpine</span>","<span class=""disease"">Infarcts in substantia nigra pars reticulata</span>","<span class=""disease"">Infarcts in substantia nigra pars reticulata</span> were evoked by prolonged <span class=""chemical"">pilocarpine</span>-induced status epilepticus.",yes_direct,yes_indirect,no_relation,,,,
770955486,"<span class=""chemical"">aminophylline</span>","<span class=""disease"">respiratory failure</span>","The effects of <span class=""chemical"">aminophylline</span> on the ventricular fibrillation threshold during normal acid-base conditions and during <span class=""disease"">respiratory failure</span> were studied in anesthetized open chest dogs.",yes_direct,yes_indirect,no_relation,,,,
770955487,"<span class=""chemical"">4'-0-tetrahydropyranyladriamycin/Pirarubicin</span>","<span class=""disease"">tumors</span>","A Phase I study of intravenous (IV) bolus <span class=""chemical"">4'-0-tetrahydropyranyladriamycin</span> (<span class=""chemical"">Pirarubicin</span>) was done in 55 patients in good performance status with refractory <span class=""disease"">tumors</span>.",yes_direct,yes_indirect,no_relation,,,,
770955488,"<span class=""chemical"">lopinavir/ritonavir</span>","<span class=""disease"">bradycardia</span>","One of the twins developed complete heart block and dilated cardiomyopathy related to <span class=""chemical"">lopinavir/ritonavir</span> therapy, a boosted protease-inhibitor agent, while the other twin developed mild <span class=""disease"">bradycardia</span>.",yes_direct,yes_indirect,no_relation,,,,
770955489,"<span class=""chemical"">prochlorperazine</span>","<span class=""disease"">akathisia</span>","Intravenous administration of <span class=""chemical"">prochlorperazine</span> by 15-minute infusion versus 2-minute bolus does not affect the incidence of <span class=""disease"">akathisia</span>: a prospective, randomized, controlled trial.",yes_direct,yes_indirect,no_relation,,,,
770955490,"<span class=""chemical"">Fentanyl</span>","<span class=""disease"">bradycardia</span>","<span class=""chemical"">Fentanyl</span> did reduce minor intraoperative movement but had no sevoflurane-sparing effect and increased respiratory depression, hypotension and <span class=""disease"">bradycardia</span>.",yes_direct,yes_indirect,no_relation,,,,
770955491,"<span class=""chemical"">cocaine</span>","<span class=""disease"">glomerulonephritis</span>","These 13 included cases of malignant hypertension, thrombotic microangiopathy, lupus nephritis, Henoch-Schonlein nephritis, crescentic <span class=""disease"">glomerulonephritis</span>, and <span class=""chemical"">cocaine</span>-related acute renal failure.",yes_direct,yes_indirect,no_relation,,,,
770955492,"<span class=""chemical"">CGRP</span>","<span class=""disease"">migraine</span>","Plasma <span class=""chemical"">CGRP</span> concentration increased significantly (P<0.01) during the <span class=""disease"">migraine</span> attack and returned to baseline after the cessation of the <span class=""disease"">migraine</span>.",yes_direct,yes_indirect,no_relation,,,,
770955493,"<span class=""chemical"">telithromycin</span>","<span class=""disease"">toxic hepatitis/hepatitis</span>","Based on a score of 8 on the Naranjo adverse drug reaction probability scale, <span class=""chemical"">telithromycin</span> was the probable cause of acute <span class=""disease"">hepatitis</span> in this patient, and pathological findings suggested drug-induced <span class=""disease"">toxic hepatitis</span>.",yes_direct,yes_indirect,no_relation,,,,
770955494,"<span class=""chemical"">bradykinin</span>","<span class=""disease"">hypertension</span>","Role of activation of <span class=""chemical"">bradykinin</span> B2 receptors in disruption of the blood-brain barrier during acute <span class=""disease"">hypertension</span>.",yes_direct,yes_indirect,no_relation,,,,
770955495,"<span class=""chemical"">suxamethonium</span>","<span class=""disease"">bradycardia</span>","Comparison of i.v. glycopyrrolate and atropine in the prevention of <span class=""disease"">bradycardia</span> and arrhythmias following repeated doses of <span class=""chemical"">suxamethonium</span> in children.",yes_direct,yes_indirect,no_relation,,,,
770955496,"<span class=""chemical"">fangchinoline</span>","<span class=""disease"">thrombosis</span>","Effects of tetrandrine and <span class=""chemical"">fangchinoline</span> on experimental <span class=""disease"">thrombosis</span> in mice and human platelet aggregation.",yes_direct,yes_indirect,no_relation,,,,
770955497,"<span class=""chemical"">bisphosphonate</span>","<span class=""disease"">acute renal failure</span>","Massive proteinuria and <span class=""disease"">acute renal failure</span> after oral <span class=""chemical"">bisphosphonate</span> (alendronate) administration in a patient with focal segmental glomerulosclerosis.",yes_direct,yes_indirect,no_relation,,,,
770955498,"<span class=""chemical"">acetaminophen</span>","<span class=""disease"">chronic renal failure/ESRD</span>","However, three case control studies, one each in North Carolina, northern Maryland, and West Berlin, Germany, showed that habitual use of <span class=""chemical"">acetaminophen</span> is also associated with <span class=""disease"">chronic renal failure</span> and <span class=""disease"">ESRD</span>, with a relative risk in the range of 2 to 4.",yes_direct,yes_indirect,no_relation,,,,
770955499,"<span class=""chemical"">NO</span>","<span class=""disease"">neuropathic pain</span>","Therefore, concomitant administration of small doses of bradykinin receptor antagonists and <span class=""chemical"">NO</span> synthase inhibitors can be effective in alleviation of <span class=""disease"">neuropathic pain</span>, even in hospital care.",yes_direct,yes_indirect,no_relation,,,,
770955500,"<span class=""chemical"">cyclophosphamide</span>","<span class=""disease"">hypertension</span>","Analysis was performed on 61 women with chemotherapy-responsive metastatic breast cancer receiving 96-h infusional <span class=""chemical"">cyclophosphamide</span> as part of a triple sequential high-dose regimen to assess association between presence of peritransplant congestive heart failure (CHF) and the following pretreatment characteristics: presence of electrocardiogram (EKG) abnormalities, age, <span class=""disease"">hypertension</span>, prior cardiac history, smoking, diabetes mellitus, prior use of anthracyclines, and left-sided chest irradiation.",yes_direct,yes_indirect,no_relation,,,,
770955501,"<span class=""chemical"">maltolyl p-coumarate</span>","<span class=""disease"">neuronal death</span>","Taking these in vitro and in vivo results together, our study suggests that <span class=""chemical"">maltolyl p-coumarate</span> is a potentially effective candidate against Alzheimer's disease that is characterized by wide spread <span class=""disease"">neuronal death</span> and progressive decline of cognitive function.",yes_direct,yes_indirect,no_relation,,,,
770955502,"<span class=""chemical"">acetylcholine</span>","<span class=""disease"">tremors</span>","Binding of nicotine to nicotinic <span class=""chemical"">acetylcholine</span> receptors (nAChRs) elicits a series of dose-dependent behaviors that go from altered exploration, sedation, and <span class=""disease"">tremors</span>, to seizures and death.",yes_direct,yes_indirect,no_relation,,,,
770955503,"<span class=""chemical"">na</span>","<span class=""disease"">HBV infected/HBV mono-infected</span>","Thirty-five lamivudine-<span class=""chemical"">na</span>  ve <span class=""disease"">HBV infected</span> patients with or without HIV co-infection were studied: 15 chronic <span class=""disease"">HBV mono-infected</span> patients and 20 HBV-HIV co-infected patients.",yes_direct,yes_indirect,no_relation,,,,
770955504,"<span class=""chemical"">epinephrine/EP</span>","<span class=""disease"">thrombosis</span>","The present study was undertaken to investigate the effects of TET and FAN on the experimental <span class=""disease"">thrombosis</span> induced by collagen plus <span class=""chemical"">epinephrine</span> (<span class=""chemical"">EP</span>) in mice, and platelet aggregation and blood coagulation in vitro.",yes_direct,yes_indirect,no_relation,,,,
770955505,"<span class=""chemical"">hydrocortisone</span>","<span class=""disease"">myocardial injury</span>","Effects of acetylsalicylic acid, dipyridamole, and <span class=""chemical"">hydrocortisone</span> on epinephrine-induced <span class=""disease"">myocardial injury</span> in dogs.",yes_direct,yes_indirect,no_relation,,,,
770955506,"<span class=""chemical"">cholesterol</span>","<span class=""disease"">cognitive dysfunctions</span>","Therefore, DCE may prove to be a useful remedy for the management of <span class=""disease"">cognitive dysfunctions</span> on account of its multifarious beneficial effects such as, memory improving property, <span class=""chemical"">cholesterol</span> lowering property and anticholinesterase activity.",yes_direct,yes_indirect,no_relation,,,,
770955507,"<span class=""chemical"">sodium</span>","<span class=""disease"">volume retention</span>","Doxorubicin-induced nephropathy leads to epithelial <span class=""chemical"">sodium</span> channel (ENaC)-dependent <span class=""disease"">volume retention</span> and renal fibrosis.",yes_direct,yes_indirect,no_relation,,,,
770955508,"<span class=""chemical"">cisplatin</span>","<span class=""disease"">mitochondrial toxicity</span>","In conclusion <span class=""disease"">mitochondrial toxicity</span> is an early common event both in paclitaxel and <span class=""chemical"">cisplatin</span> induced neurotoxicity.",yes_direct,yes_indirect,no_relation,,,,
770955509,"<span class=""chemical"">morphine</span>","<span class=""disease"">acute pain</span>","Enhancement of <span class=""chemical"">morphine</span> antinociception by dextromethorphan was seen in both males and females in the <span class=""disease"">acute pain</span> models, with the magnitude of this effect being greater in males.",yes_direct,yes_indirect,no_relation,,,,
770955510,"<span class=""chemical"">NMDA</span>","<span class=""disease"">acute pain</span>","These findings demonstrate a sexually-dimorphic interaction between <span class=""chemical"">NMDA</span> antagonists and morphine in a persistent pain model that can be distinguished from those observed in <span class=""disease"">acute pain</span> models.",yes_direct,yes_indirect,no_relation,,,,
770955511,"<span class=""chemical"">alcohol</span>","<span class=""disease"">flushing of the face</span>","In less than 1 hour after the ingestion of <span class=""chemical"">alcohol</span>, he developed malaise with <span class=""disease"">flushing of the face</span>, tachycardia, and dyspnea.",yes_direct,yes_indirect,no_relation,,,,
770955512,"<span class=""chemical"">dopamine</span>","<span class=""disease"">bradycardia</span>","They suggest that, in normal conscious rats, the central tachycardia of bromocriptine appears to predominate and to mask the <span class=""disease"">bradycardia</span> of this agonist at peripheral <span class=""chemical"">dopamine</span> D2 receptors.",yes_direct,yes_indirect,no_relation,,,,
770955513,"<span class=""chemical"">haloperidol</span>","<span class=""disease"">psychomotor agitation</span>","RESULTS: For the 60 patients who completed phase A, standard-dose <span class=""chemical"">haloperidol</span> was efficacious and superior to both low-dose <span class=""chemical"">haloperidol</span> and placebo for scores on the Brief Psychiatric Rating Scale psychosis factor and on <span class=""disease"">psychomotor agitation</span>.",yes_direct,yes_indirect,no_relation,,,,
770955514,"<span class=""chemical"">fentanyl</span>","<span class=""disease"">postoperative pain</span>","CONCLUSION: As <span class=""chemical"">fentanyl</span> exacerbated postoperative nausea and vomiting without an improvement in <span class=""disease"">postoperative pain</span> and also had adverse cardiorespiratory effects, it appears to be an unnecessary and possibly detrimental supplement to sevoflurane in day surgery.",yes_direct,yes_indirect,no_relation,,,,
770955515,"<span class=""chemical"">Nitrofurantoins</span>","<span class=""disease"">anophthalmia</span>","<span class=""chemical"">Nitrofurantoins</span> were associated with <span class=""disease"">anophthalmia</span> or microphthalmos (AOR = 3.7; 95% CI, 1.1-12.2), hypoplastic left heart syndrome (AOR = 4.2; 95% CI, 1.9-9.1), atrial septal defects (AOR = 1.9; 95% CI, 1.1-3.4), and cleft lip with cleft palate (AOR = 2.1; 95% CI, 1.2-3.9).",yes_direct,yes_indirect,no_relation,,,,
770955516,"<span class=""chemical"">metamizol</span>","<span class=""disease"">chronic pain</span>","These findings show a significant interaction between morphine and <span class=""chemical"">metamizol</span> in chronically treated rats, suggesting that this combination could be useful for the treatment of <span class=""disease"">chronic pain</span>.",yes_direct,yes_indirect,no_relation,,,,
770955517,"<span class=""chemical"">kainic acid</span>","<span class=""disease"">hippocampal injury</span>","Estrogens protect ovariectomized rats from <span class=""disease"">hippocampal injury</span> induced by <span class=""chemical"">kainic acid</span>-induced status epilepticus (SE).",yes_direct,yes_indirect,no_relation,,,,
770955518,"<span class=""chemical"">methylprednisolone</span>","<span class=""disease"">nausea, vomiting</span>","CONCLUSIONS: The administration of <span class=""chemical"">methylprednisolone</span> and gentamicin in the posterior sub-Tenon's space was related to a high incidence of side effects including <span class=""disease"">nausea, vomiting</span>, and headache.",yes_direct,yes_indirect,no_relation,,,,
770955519,"<span class=""chemical"">carbamazepine</span>","<span class=""disease"">renal failure</span>","We report a patient in whom hypersensitivity to <span class=""chemical"">carbamazepine</span> presented with generalized erythroderma, a severe leukemoid reaction, eosinophilia, hyponatremia, and <span class=""disease"">renal failure</span>.",yes_direct,yes_indirect,no_relation,,,,
770955520,"<span class=""chemical"">alendronate</span>","<span class=""disease"">proteinuria</span>","Massive <span class=""disease"">proteinuria</span> and acute renal failure after oral bisphosphonate (<span class=""chemical"">alendronate</span>) administration in a patient with focal segmental glomerulosclerosis.",yes_direct,yes_indirect,no_relation,,,,
770955521,"<span class=""chemical"">ceftriaxone</span>","<span class=""disease"">hepatitis</span>","Acute <span class=""disease"">hepatitis</span>, autoimmune hemolytic anemia, and erythroblastocytopenia induced by <span class=""chemical"">ceftriaxone</span>.",yes_direct,yes_indirect,no_relation,,,,
770955522,"<span class=""chemical"">nitrendipine</span>","<span class=""disease"">renovascular hypertension</span>","The effect of a 6-week treatment with the calcium channel blocker <span class=""chemical"">nitrendipine</span> or the angiotensin converting enzyme inhibitor enalapril on blood pressure, albuminuria, renal hemodynamics, and morphology of the nonclipped kidney was studied in rats with two-kidney, one clip <span class=""disease"">renovascular hypertension</span>.",yes_direct,yes_indirect,no_relation,,,,
770955523,"<span class=""chemical"">vinorelbine</span>","<span class=""disease"">nonsmall cell lung carcinoma</span>","Gemcitabine plus <span class=""chemical"">vinorelbine</span> in <span class=""disease"">nonsmall cell lung carcinoma</span> patients age 70 years or older or patients who cannot receive cisplatin. Oncopaz Cooperative Group.",yes_direct,yes_indirect,no_relation,,,,
770955524,"<span class=""chemical"">fentanyl</span>","<span class=""disease"">retention of urine</span>","Bladder <span class=""disease"">retention of urine</span> as a result of continuous intravenous infusion of <span class=""chemical"">fentanyl</span>: 2 case reports.",yes_direct,yes_indirect,no_relation,,,,
770955525,"<span class=""chemical"">MDMA</span>","<span class=""disease"">impaired social and emotional judgement processes</span>","<span class=""chemical"">MDMA</span> polydrug users show process-specific central executive impairments coupled with <span class=""disease"">impaired social and emotional judgement processes</span>.",yes_direct,yes_indirect,no_relation,,,,
770955526,"<span class=""chemical"">Levodopa</span>","<span class=""disease"">dystonia</span>","<span class=""chemical"">Levodopa</span>-induced oromandibular <span class=""disease"">dystonia</span> in progressive supranuclear palsy.",yes_direct,yes_indirect,no_relation,,,,
770955527,"<span class=""chemical"">mepivacaine</span>","<span class=""disease"">muscle damage</span>","In addition to <span class=""disease"">muscle damage</span>, severe damage was also seen in harderian glands, especially after exposure to <span class=""chemical"">mepivacaine</span> and lidocaine plus epinephrine.",yes_direct,yes_indirect,no_relation,,,,
770955528,"<span class=""chemical"">erythromycin</span>","<span class=""disease"">Prolongation of QT interval</span>","<span class=""disease"">Prolongation of QT interval</span>, torsades de pointes, and sudden cardiac death have been reported after concomitant administration with <span class=""chemical"">erythromycin</span> or azole antifungal agents, but not with other CYP3A4 inhibitors.",yes_direct,yes_indirect,no_relation,,,,
770955529,"<span class=""chemical"">carbachol</span>","<span class=""disease"">tremor</span>","It is apparent that calcium chloride can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as mydriasis, <span class=""disease"">tremor</span> and clonic-tonic convulsions caused by <span class=""chemical"">carbachol</span> and eserine.",yes_direct,yes_indirect,no_relation,,,,
770955530,"<span class=""chemical"">pravastatin</span>","<span class=""disease"">inflammatory myopathy</span>","A case of acute <span class=""disease"">inflammatory myopathy</span> associated with the use of <span class=""chemical"">pravastatin</span>, a new hydrophilic 3-hydroxy-3 methylglutaril coenzyme A reductase inhibitor, is reported.",yes_direct,yes_indirect,no_relation,,,,
770955531,"<span class=""chemical"">calcium carbon-ate</span>","<span class=""disease"">nephrolithiasis</span>","One case of acute hypercalcaemia and two of recurrent <span class=""disease"">nephrolithiasis</span> are reported in patients who had regularly consumed large amounts of <span class=""chemical"">calcium carbon-ate</span>-sodium bicarbonate powders for more than 20 years.",yes_direct,yes_indirect,no_relation,,,,
770955532,"<span class=""chemical"">adriamycin</span>","<span class=""disease"">acute myeloblastic leukemia</span>","1 of the 10 monkeys developed <span class=""disease"">acute myeloblastic leukemia</span> after receiving 324 mg/m2 of <span class=""chemical"">adriamycin</span>; the 10th monkey is alive and well 26 months after the last dose of drug.",yes_direct,yes_indirect,no_relation,,,,
770955533,"<span class=""chemical"">bromocriptine</span>","<span class=""disease"">psychosis</span>","Two multigravida patients with no prior psychiatric history were seen with postpartum <span class=""disease"">psychosis</span>, having received <span class=""chemical"">bromocriptine</span> for inhibition of lactation.",yes_direct,yes_indirect,no_relation,,,,
770955534,"<span class=""chemical"">halothane</span>","<span class=""disease"">hepatitis</span>","This supports and extends previous evidence for a mechanism by which enflurane and/or isoflurane could produce a hypersensitivity condition similar to that of <span class=""chemical"">halothane</span> <span class=""disease"">hepatitis</span> either alone or subsequent to <span class=""chemical"">halothane</span> administration.",yes_direct,yes_indirect,no_relation,,,,
770955535,"<span class=""chemical"">Cyclophosphamide</span>","<span class=""disease"">bladder tumor</span>","CONCLUSIONS: <span class=""chemical"">Cyclophosphamide</span> associated <span class=""disease"">bladder tumor</span> is an aggressive disease.",yes_direct,yes_indirect,no_relation,,,,
770955536,"<span class=""chemical"">methimazole</span>","<span class=""disease"">itching</span>","A 43-year-old woman had severe jaundice and <span class=""disease"">itching</span> 1 month after receiving <span class=""chemical"">methimazole</span> (10 mg tid) and propranolol (20 mg tid) for treatment of hyperthyroidism.",yes_direct,yes_indirect,no_relation,,,,
770955537,"<span class=""chemical"">eserine</span>","<span class=""disease"">tremor</span>","On the other hand, mydriasis, <span class=""disease"">tremor</span> and clonic-tonic convulsions evoked by carbachol and <span class=""chemical"">eserine</span> were not significantly changed by calcium chloride.",yes_direct,yes_indirect,no_relation,,,,
770955538,"<span class=""chemical"">PTU/propylthiouracil</span>","<span class=""disease"">vasculitis</span>","The diagnosis of <span class=""chemical"">propylthiouracil</span> (<span class=""chemical"">PTU</span>)-associated <span class=""disease"">vasculitis</span> was made by observation of consistent clinical features, the detection of elevated ANA and ANCA in the blood, and the observed clinical resolution of symptoms following withdrawal of <span class=""chemical"">PTU</span>.",yes_direct,yes_indirect,no_relation,,,,
770955539,"<span class=""chemical"">epinephrine</span>","<span class=""disease"">myocardial ischemia</span>","The role of <span class=""chemical"">epinephrine</span> in eliciting <span class=""disease"">myocardial ischemia</span> was examined in patients with coronary artery disease.",yes_direct,yes_indirect,no_relation,,,,
770955540,"<span class=""chemical"">Lamotrigine</span>","<span class=""disease"">myoclonus</span>","<span class=""chemical"">Lamotrigine</span> associated with exacerbation or de novo <span class=""disease"">myoclonus</span> in idiopathic generalized epilepsies.",yes_direct,yes_indirect,no_relation,,,,
770955541,"<span class=""chemical"">caffeine</span>","<span class=""disease"">ventricular tachycardia</span>","We describe a patient with no previous history of cardiac disease or arrhythmia who developed sustained bigeminy and 2 brief runs of <span class=""disease"">ventricular tachycardia</span> after <span class=""chemical"">caffeine</span> administration.",yes_direct,yes_indirect,no_relation,,,,
770955542,"<span class=""chemical"">verapamil</span>","<span class=""disease"">hypotension</span>","Three patients with ischaemic heart disease developed profound cardiac failure, <span class=""disease"">hypotension</span> and bradycardia during combined therapy with <span class=""chemical"">verapamil</span> and beta-adrenergic blocking drugs.",yes_direct,yes_indirect,no_relation,,,,
770955543,"<span class=""chemical"">fluoxetine</span>","<span class=""disease"">adenomyosis</span>","Histological studies revealed 11 cases of <span class=""disease"">adenomyosis</span>, all within the noncastrated group receiving <span class=""chemical"">fluoxetine</span>.",yes_direct,yes_indirect,no_relation,,,,
770955544,"<span class=""chemical"">enalapril</span>","<span class=""disease"">decreased renal function</span>","Older age was associated with a greater risk of developing <span class=""disease"">decreased renal function</span> in both groups, but significantly more so in the <span class=""chemical"">enalapril</span> group (<span class=""chemical"">enalapril</span>: risk ratio [RR] 1.42 per 10 years, 95% confidence interval [CI] 1.32-1.52 with <span class=""chemical"">enalapril</span>; placebo: RR 1.18, 95% CI 1.12-1.25).",yes_direct,yes_indirect,no_relation,,,,
