_unit_id,class,image_url,Option_1,Option_2,Option_3
660800214,[DMFL] Fluorescence microscopy,http://fast.hevs.ch/images/subfigures/1477-5751-4-5-1-1.jpg,"No, wrong category","Yes, perfect classification",Compound image
660800215,"[GGEL] Chromatography, Gel",http://fast.hevs.ch/images/subfigures/1471-2105-8-412-2-16.jpg,"No, wrong category","Yes, perfect classification",Compound image
660800216,[GHDR] Hand-drawn sketches,http://fast.hevs.ch/images/subfigures/1471-2407-10-91-2-3.jpg,"No, wrong category","Yes, perfect classification",Compound image
660800217,[GNCP] Non-clinical photos,http://fast.hevs.ch/images/subfigures/1471-2105-8-412-2-24.jpg,"No, wrong category","Yes, perfect classification",Compound image
660800218,[DMLI] Light microscopy,http://fast.hevs.ch/images/subfigures/1471-2369-6-4-7-8.jpg,"No, wrong category","Yes, perfect classification",Compound image
660800219,"[GGEL] Chromatography, Gel",http://fast.hevs.ch/images/subfigures/1472-6750-9-101-9-9.jpg,"No, wrong category","Yes, perfect classification",Compound image
660800220,[GNCP] Non-clinical photos,http://fast.hevs.ch/images/subfigures/1756-6606-2-38-8-4.jpg,"No, wrong category","Yes, perfect classification",Compound image
660800221,[DMFL] Fluorescence microscopy,http://fast.hevs.ch/images/subfigures/1746-4811-6-15-4-5.jpg,"No, wrong category","Yes, perfect classification",Compound image
660800222,"[GFIG] Statistical figures, graphs, charts",http://fast.hevs.ch/images/subfigures/1742-4690-5-107-6-7.jpg,"No, wrong category","Yes, perfect classification",Compound image
660800223,"[GFIG] Statistical figures, graphs, charts",http://fast.hevs.ch/images/subfigures/1471-2318-9-56-2-10.jpg,"No, wrong category","Yes, perfect classification",Compound image
660800224,"[GGEL] Chromatography, Gel",http://fast.hevs.ch/images/subfigures/1471-2202-2-11-3-1.jpg,"No, wrong category","Yes, perfect classification",Compound image
660800225,[GSYS] System overviews,http://fast.hevs.ch/images/subfigures/1471-2199-9-65-4-2.jpg,"No, wrong category","Yes, perfect classification",Compound image
660800226,"[GFIG] Statistical figures, graphs, charts",http://fast.hevs.ch/images/subfigures/1471-2105-9-48-2-4.jpg,"No, wrong category","Yes, perfect classification",Compound image
660800227,[GSYS] System overviews,http://fast.hevs.ch/images/subfigures/1746-6148-2-11-9-2.jpg,"No, wrong category","Yes, perfect classification",Compound image
660800228,"[GGEL] Chromatography, Gel",http://fast.hevs.ch/images/subfigures/1471-2105-10-407-1-1.jpg,"No, wrong category","Yes, perfect classification",Compound image
660800229,[GGEN] Gene sequence,http://fast.hevs.ch/images/subfigures/1742-4690-5-110-4-1.jpg,"No, wrong category","Yes, perfect classification",Compound image
660800230,"[GFIG] Statistical figures, graphs, charts",http://fast.hevs.ch/images/subfigures/1471-2199-8-100-2-4.jpg,"No, wrong category","Yes, perfect classification",Compound image
660800231,[GTAB] Tables and forms,http://fast.hevs.ch/images/subfigures/1471-2199-3-2-5-3.jpg,"No, wrong category","Yes, perfect classification",Compound image
660800232,"[GFIG] Statistical figures, graphs, charts",http://fast.hevs.ch/images/subfigures/1471-2091-11-23-3-1.jpg,"No, wrong category","Yes, perfect classification",Compound image
660800233,[DMLI] Light microscopy,http://fast.hevs.ch/images/subfigures/1465-9921-11-67-1-2.jpg,"No, wrong category","Yes, perfect classification",Compound image
660800234,[GHDR] Hand-drawn sketches,http://fast.hevs.ch/images/subfigures/1471-2105-6-71-3-1.jpg,"No, wrong category","Yes, perfect classification",Compound image
660800235,"[GFIG] Statistical figures, graphs, charts",http://fast.hevs.ch/images/subfigures/1471-2202-7-58-1-1.jpg,"No, wrong category","Yes, perfect classification",Compound image
660800236,[GGEN] Gene sequence,http://fast.hevs.ch/images/subfigures/1471-2164-11-61-8-3.jpg,"No, wrong category","Yes, perfect classification",Compound image
660800237,"[GGEL] Chromatography, Gel",http://fast.hevs.ch/images/subfigures/1471-2407-4-23-4-1.jpg,"No, wrong category","Yes, perfect classification",Compound image
660800238,"[DRXR] X-Ray, 2D Radiography",http://fast.hevs.ch/images/subfigures/1471-2148-4-24-4-5.jpg,"No, wrong category","Yes, perfect classification",Compound image
660800239,"[GGEL] Chromatography, Gel",http://fast.hevs.ch/images/subfigures/1471-2407-10-134-5-13.jpg,"No, wrong category","Yes, perfect classification",Compound image
